crop_code,internal_id,direct_jobs,direct_value_add,total_jobs,total_revenue,total_value_add
GRAIN,DAP001,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
ALFAL,DAP002,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP002,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP002,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PASTR,DAP002,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
POTATO,DAP002,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PRTOM,DAP002,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
RICE,DAP002,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
ALFAL,DAP003,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
PASTR,DAP003,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
CORN,DAP005,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP005,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHDEC,DAP005,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
POTATO,DAP005,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
ALFAL,DAP006,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
ALPIS,DAP006,0.00002983679209,0.67650529169849,0.00003596444247,1.92094812707155,1.26175929694404
CORN,DAP006,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
GRAIN,DAP006,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
OTHTRK,DAP006,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
PASTR,DAP006,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
PRTOM,DAP006,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
VINE,DAP006,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
ALFAL,DAP007,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP007,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP007,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
ALFAL,DAP008,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP008,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
CUCUR,DAP008,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP008,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHDEC,DAP008,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
OTHTRK,DAP008,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PASTR,DAP008,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP008,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
RICE,DAP008,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
SAFLR,DAP008,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
VINE,DAP008,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
ALFAL,DAP009,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
CORN,DAP009,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
PASTR,DAP009,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
ALFAL,DAP010,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
CORN,DAP010,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
GRAIN,DAP010,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
OTHDEC,DAP010,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
OTHTRK,DAP010,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PASTR,DAP010,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
POTATO,DAP010,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PRTOM,DAP010,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
SAFLR,DAP010,0.00000091398270,0.95030603903445,0.00000513559856,1.69708842129229,1.37856518383343
VINE,DAP010,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
ALFAL,DAP012,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
CORN,DAP012,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
GRAIN,DAP012,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
OTHTRK,DAP012,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
PASTR,DAP012,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
PRTOM,DAP012,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
SAFLR,DAP012,0.00000170160925,0.95087502489204,0.00000890808960,2.26806701469266,1.76566728376433
ALFAL,DAP013,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
CORN,DAP013,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
GRAIN,DAP013,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
PASTR,DAP013,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
ALFAL,DAP014,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP014,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP014,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PRTOM,DAP014,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
RICE,DAP014,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
SUBTRP,DAP014,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
OTHDEC,DAP015,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
ALFAL,DAP017,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP017,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP017,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PASTR,DAP017,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP017,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP017,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
ALFAL,DAP018,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP018,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
CUCUR,DAP018,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP018,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PASTR,DAP018,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP018,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP018,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
CORN,DAP019,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
POTATO,DAP019,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
GRAIN,DAP026,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
OTHTRK,DAP026,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
PASTR,DAP026,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
VINE,DAP026,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
ALPIS,DAP027,0.00002983679209,0.67650529169849,0.00003596444247,1.92094812707155,1.26175929694404
GRAIN,DAP027,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
OTHDEC,DAP027,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
PASTR,DAP027,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
VINE,DAP027,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
ALFAL,DAP028,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
CORN,DAP028,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
GRAIN,DAP028,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
OTHDEC,DAP028,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
PASTR,DAP028,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
PRTOM,DAP028,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
SUBTRP,DAP028,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
VINE,DAP028,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
ALFAL,DAP029,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
ALPIS,DAP029,0.00002983679209,0.67650529169849,0.00003596444247,1.92094812707155,1.26175929694404
CORN,DAP029,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
CUCUR,DAP029,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
GRAIN,DAP029,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
OTHDEC,DAP029,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
OTHTRK,DAP029,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
PASTR,DAP029,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
PRTOM,DAP029,0.00000775600019,0.52407802705053,0.00001205472226,1.68270927811171,0.93409144495432
VINE,DAP029,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
ALFAL,DAP030,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
GRAIN,DAP030,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
PASTR,DAP030,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
CORN,DAP031,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP031,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PASTR,DAP031,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP031,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP031,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
ALFAL,DAP032,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP032,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
DRYBN,DAP032,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP032,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHTRK,DAP032,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
POTATO,DAP032,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PRTOM,DAP032,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP032,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
VINE,DAP032,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
ALFAL,DAP033,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP033,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP033,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PASTR,DAP033,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP033,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
CORN,DAP034,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP034,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PRTOM,DAP034,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
ALFAL,DAP035,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP035,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP035,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PASTR,DAP035,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP035,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
VINE,DAP035,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
ALFAL,DAP036,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
ALPIS,DAP036,0.00001564851426,0.66146323954231,0.00002079298995,1.60698779752533,1.05904869373699
CORN,DAP036,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP036,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHTRK,DAP036,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PASTR,DAP036,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
RICE,DAP036,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
SAFLR,DAP036,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
VINE,DAP036,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
ALFAL,DAP037,0.00001450051784,0.52462756763768,0.00001828211367,1.49123209921645,0.83534170473062
CORN,DAP037,0.00000117087945,0.74898417105815,0.00000410938748,1.44129960176951,1.02487318647655
GRAIN,DAP037,0.00000117087945,0.74898417105815,0.00000410938748,1.44129960176951,1.02487318647655
OTHDEC,DAP037,0.00000331530103,0.63178489249612,0.00000702070277,1.41761982939053,0.91360918369307
OTHFLD,DAP037,0.00001450051784,0.52462756763768,0.00001828211367,1.49123209921645,0.83534170473062
PASTR,DAP037,0.00001450051784,0.52462756763768,0.00001828211367,1.49123209921645,0.83534170473062
PRTOM,DAP037,0.00000250208588,0.52407802705053,0.00000588310096,1.45561898577867,0.80673748862966
RICE,DAP037,0.00000117087945,0.74898417105815,0.00000410938748,1.44129960176951,1.02487318647655
SAFLR,DAP037,0.00000040141772,0.95027157237443,0.00000351903592,1.50513166825385,1.27232311707082
VINE,DAP037,0.00000331530103,0.63178489249612,0.00000702070277,1.41761982939053,0.91360918369307
ALFAL,DAP038,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
CORN,DAP038,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
GRAIN,DAP038,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
OTHDEC,DAP038,0.00000449500172,0.63178006692478,0.00000803746062,1.36523738253758,0.87596711778707
OTHFLD,DAP038,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
PASTR,DAP038,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
SAFLR,DAP038,0.00000056504993,0.95031118590739,0.00000421888676,1.54625616293514,1.29327302590571
SUBTRP,DAP038,0.00000449500172,0.63178006692478,0.00000803746062,1.36523738253758,0.87596711778707
PASTR,DAP039,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
ALFAL,DAP045,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CUCUR,DAP045,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP045,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
PRTOM,DAP045,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP045,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
ALFAL,DAP046,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP046,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
CUCUR,DAP046,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP046,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHTRK,DAP046,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PASTR,DAP046,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP046,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP046,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
ALFAL,DAP047,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
GRAIN,DAP047,0.00000336769286,0.74953124712824,0.00000847801135,1.87728164661705,1.29771706327151
PASTR,DAP047,0.00005735972499,0.52462756763768,0.00006248716969,1.83243404525417,1.02243031950258
VINE,DAP047,0.00000921730796,0.63173326898611,0.00001406207649,1.67062025559570,1.05144568018338
ALFAL,DAP048,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
CORN,DAP048,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
GRAIN,DAP048,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
PASTR,DAP048,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
VINE,DAP048,0.00000449500172,0.63178006692478,0.00000803746062,1.36523738253758,0.87596711778707
ALFAL,DAP049,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
ALPIS,DAP049,0.00001974712947,0.66395532493367,0.00002453499415,1.70098659419115,1.09792827057836
CORN,DAP049,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
CUCUR,DAP049,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
GRAIN,DAP049,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
OTHDEC,DAP049,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
OTHTRK,DAP049,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PASTR,DAP049,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
PRTOM,DAP049,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
SAFLR,DAP049,0.00000091398270,0.95030603903445,0.00000513559856,1.69708842129229,1.37856518383343
VINE,DAP049,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
ALFAL,DAP050,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
CORN,DAP050,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
GRAIN,DAP050,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHDEC,DAP050,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
OTHTRK,DAP050,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PASTR,DAP050,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
POTATO,DAP050,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
ALFAL,DAP051,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
ALPIS,DAP051,0.00001564851426,0.66146323954231,0.00002079298995,1.60698779752533,1.05904869373699
CORN,DAP051,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
CUCUR,DAP051,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
GRAIN,DAP051,0.00000152081303,0.74934415256714,0.00000457212737,1.41562680016696,1.00254219290952
OTHDEC,DAP051,0.00000429180172,0.63179196064639,0.00000839376579,1.42843813588654,0.91929701701101
OTHTRK,DAP051,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
PASTR,DAP051,0.00001953882185,0.52462756763768,0.00002389186073,1.52180280716666,0.84969350757468
PRTOM,DAP051,0.00000327505378,0.52407802705053,0.00000698614288,1.45177027979228,0.80183457391190
SAFLR,DAP051,0.00000054601213,0.95037245159646,0.00000344331298,1.43294060450382,1.21839152769135
ALFAL,DAP054,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
CORN,DAP054,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
CUCUR,DAP054,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
GRAIN,DAP054,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
ONGAR,DAP054,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
OTHDEC,DAP054,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
OTHFLD,DAP054,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
OTHTRK,DAP054,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PASTR,DAP054,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
POTATO,DAP054,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PRTOM,DAP054,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
SAFLR,DAP054,0.00000091398270,0.95030603903445,0.00000513559856,1.69708842129229,1.37856518383343
VINE,DAP054,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
ALFAL,DAP055,0.00001450051784,0.52462756763768,0.00001828211367,1.49123209921645,0.83534170473062
CORN,DAP055,0.00000117087945,0.74898417105815,0.00000410938748,1.44129960176951,1.02487318647655
GRAIN,DAP055,0.00000117087945,0.74898417105815,0.00000410938748,1.44129960176951,1.02487318647655
PASTR,DAP055,0.00001450051784,0.52462756763768,0.00001828211367,1.49123209921645,0.83534170473062
PRTOM,DAP055,0.00000250208588,0.52407802705053,0.00000588310096,1.45561898577867,0.80673748862966
SAFLR,DAP055,0.00000040141772,0.95027157237443,0.00000351903592,1.50513166825385,1.27232311707082
ALFAL,DAP056,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
CORN,DAP056,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
CUCUR,DAP056,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
GRAIN,DAP056,0.00000207852175,0.74911892563463,0.00000552153700,1.55984518120573,1.08529480699493
OTHDEC,DAP056,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
OTHTRK,DAP056,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
PASTR,DAP056,0.00003150370809,0.52462756763769,0.00003555427285,1.65632854646777,0.90327115739362
PRTOM,DAP056,0.00000464762366,0.52407802705053,0.00000798605090,1.52539953438768,0.83098531392645
SAFLR,DAP056,0.00000091398270,0.95030603903445,0.00000513559856,1.69708842129229,1.37856518383343
VINE,DAP056,0.00000576811638,0.63178504602322,0.00000907046793,1.45281107942512,0.90765434862991
ALFAL,DAP057,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
CORN,DAP057,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
CUCUR,DAP057,0.00000342081038,0.52407802705053,0.00000646720446,1.35445078755932,0.73971445088396
GRAIN,DAP057,0.00000159150997,0.74884257201795,0.00000465005181,1.41432138927410,1.00192501896776
OTHFLD,DAP057,0.00002026557409,0.52462756763768,0.00002395887562,1.44082481096798,0.79259883524528
